CODIGO;PROYECTO;NOMCLI;LATITUD;UBICACIÓN;LONGITUD;FECHA
11624;Ruta Hugo Lunes;11624, ANTONIO GOMEZ;-34,75193839;[http://maps.google.com/?q=-34.75193839091548,-55.70927370339632](http://maps.google.com/?q=-34.75193839091548,-55.70927370339632);-55,7092737;2024-04-27 00:00:00
11960;Ruta Hugo Lunes;11960, CHURRERIA NAGUS;-34,74616;"Churreria Nagus
lat/lng: (-34.74616,-55.71327)
[http://maps.google.com/?q=-34.746157130304205,-55.713268518447876](http://maps.google.com/?q=-34.746157130304205,-55.713268518447876)";-55,71327;2024-04-27 00:00:00
80286;Ruta Hugo Lunes;Minimercado;-34,772887;http://maps.google.com/?q=-34.772887, -55.826571;-55,826571;2024-10-14 00:00:00
81130;Ruta Hugo Lunes;81130,PUESTO XIMAR;-34,7637239;http://maps.google.com/?q=-34.76372390069063,-55.74814930558205;-55,74814931;2024-11-15 00:00:00
82159;Ruta Hugo Lunes;82159,ROSARIO (Las Toscas );-34,75817622;"Marcador 32
2024/10/18 @ 17:23:23
http://maps.google.com/?q=-34.758176221867124,-55.746627151966095";-55,74662715;2024-10-26 00:00:00
81100;Ruta Hugo Lunes;81100, MARY PELUFO. Consulta por baja en las ventas.;-34,75503244;http://maps.google.com/?q=-34.75503243600178,-55.7672405987978;-55,7672406;2025-01-31 00:00:00
41711;Ruta Hugo Lunes;41711, DARAMEX;-34,74236;"Marcador 195
lat/lng: (-34.74236,-55.76421)
[http://maps.google.com/?q=-34.7423643528565,-55.764212384819984](http://maps.google.com/?q=-34.7423643528565,-55.764212384819984)";-55,76421;2024-04-27 00:00:00
81224;Ruta Hugo Lunes;81224,QUIOSCO LO DE JUAN;-34,7577913;"Marcador 41
2024/10/21 @ 15:12:41
http://maps.google.com/?q=-34.7577913,-55.7651001";-55,7651001;2024-10-26 00:00:00
80305;Ruta Hugo Lunes;Provisión Luciano;-34,733837;http://maps.google.com/?q=-34.733837, -55.769107;-55,769107;2024-10-14 00:00:00
80309;Ruta Hugo Lunes;80309,LOS HERMANOS;-34,734095;http://maps.google.com/?q=-34.734095,-55.767212;-55,767212;2024-12-14 00:00:00
62333;Ruta Hugo Lunes;62333,GERTRUDIS;-34,77211;"Marcador 101
lat/lng: -34.77211,-55.76448
[http://maps.google.com/?q=-34.77210627291738,-55.76447658240795](http://maps.google.com/?q=-34.77210627291738,-55.76447658240795)";-55,76448;2024-04-27 00:00:00
12951;Ruta Hugo Lunes;12951,ALMACEN JUAN;-34,76639;"Marcador 53
lat/lng: (-34.76639,-55.8261)
[http://maps.google.com/?q=-34.766392526145836,-55.82609698176384](http://maps.google.com/?q=-34.766392526145836,-55.82609698176384)";-55,8261;2024-04-27 00:00:00
11971;Ruta Hugo Lunes;CAMILA SILVA;-34,75464458;http://maps.google.com/?q=-34.7546445848532,-55.7135840132832;-55,71358401;2024-04-27 00:00:00
41846;Ruta Hugo Lunes;41846, WALTER TRUJILLO;-34,7243259;https://www.google.com/maps/place/Club+La+Chinchilla/@-34.7243259,-55.8375685,12z/data=!4m10!1m2!2m1!1sRUTA+11+KM.+160.000%09!3m6!1s0x95a01e4158e0e18d:0x1898f2265d7564dd!8m2!3d-34.7138907!4d-55.7846177!15sChNSVVRBIDExIEtNLiAxNjAuMDAwkgELc29jaWFsX2NsdWLgAQA!16s%2Fg%2F11dxfmhls0?entry=ttu;-55,8375685;2024-08-16 00:00:00
41365;Ruta Hugo Lunes;41365, PASSALACQUA;-34,72131;"Marcador 89
lat/lng: (-34.72131,-55.83251)
[http://maps.google.com/?q=-34.721307098264724,-55.832508467137814](http://maps.google.com/?q=-34.721307098264724,-55.832508467137814)";-55,83251;2024-04-27 00:00:00
42792;Ruta Hugo Lunes;42792, GONZALEZ PIÑEIRO JAVIER ANDRES;-34,69285;"Marcador 87
lat/lng: (-34.69285,-55.80103)
[http://maps.google.com/?q=-34.69285081348696,-55.8010347560048](http://maps.google.com/?q=-34.69285081348696,-55.8010347560048)";-55,80103;2024-04-27 00:00:00
80318;Ruta Hugo Lunes;;;;;
12894;Ruta Hugo Martes;12894, ANA KAREN COR PALLERO;-34,77768;"Marcador 16
lat/lng: (-34.77768,-55.86294)
[http://maps.google.com/?q=-34.777681931104176,-55.86293745785952](http://maps.google.com/?q=-34.777681931104176,-55.86293745785952)";-55,86294;2024-04-27 00:00:00
12130;Ruta Hugo Martes;12130, ANA KAREN SUAREZ;-34,76764;"Marcador 42
lat/lng: (-34.76764,-55.84559)
[http://maps.google.com/?q=-34.76763633117678,-55.845591276884086](http://maps.google.com/?q=-34.76763633117678,-55.845591276884086)";-55,84559;2024-04-27 00:00:00
12215;Ruta Hugo Martes;12215, LAVADERO;-34,78006;"Marcador 11
lat/lng: (-34.78006,-55.86407)
[http://maps.google.com/?q=-34.78006453844547,-55.864070020616055](http://maps.google.com/?q=-34.78006453844547,-55.864070020616055)";-55,86407;2024-04-27 00:00:00
82174;Ruta Hugo Martes;82174,MW ALMACEN;-34,76727;"Marcador 416
lat/lng: -34.76727,-55.86239
[http://maps.google.com/?q=-34.767270848339265,-55.86239431053401](http://maps.google.com/?q=-34.767270848339265,-55.86239431053401)";-55,86239;2024-04-27 00:00:00
82167;Ruta Hugo Martes;82167,FIORELLA;-34,76794673;http://maps.google.com/?q=-34.76794672866843,-55.85835222154856;-55,85835222;2024-11-15 00:00:00
12255;Ruta Hugo Martes;12255, ROSA GIL (PINAROSA 13100);-34,77139;"Marcador 20
lat/lng: (-34.77139,-55.8577)
[http://maps.google.com/?q=-34.77139131883371,-55.857700109481804](http://maps.google.com/?q=-34.77139131883371,-55.857700109481804)";-55,8577;2024-04-27 00:00:00
82146;Ruta Hugo Martes;82146, LA GRANJITA CARLOS ( Salinas);-34,77706121;"Zelmar T.
Oct 7 9:45 AM

[http://maps.google.com/?q=-34.7770612081852,-55.85540045052767](http://maps.google.com/?q=-34.7770612081852,-55.85540045052767)";-55,85540045;2024-04-27 00:00:00
12892;Ruta Hugo Martes;12892, ALIMAR;-34,77232;"Marcador 37
lat/lng: (-34.77232,-55.84985)
[http://maps.google.com/?q=-34.77231558033677,-55.849850960075855](http://maps.google.com/?q=-34.77231558033677,-55.849850960075855)";-55,84985;2024-04-27 00:00:00
82176;Ruta Hugo Martes;82176,MINI TODO PATY;-34,76474;"Marcador 421
lat/lng: -34.76474,-55.85334
[http://maps.google.com/?q=-34.764744372980836,-55.85334252566099](http://maps.google.com/?q=-34.764744372980836,-55.85334252566099)";-55,85334;2024-04-27 00:00:00
82164;Ruta Hugo Martes;LOS SALTEÑOS;-34,76416;"Marcador 427
lat/lng: -34.76416,-55.86347
[http://maps.google.com/?q=-34.76416293943808,-55.86347255855799](http://maps.google.com/?q=-34.76416293943808,-55.86347255855799)";-55,86347;2024-04-27 00:00:00
82160;Ruta Hugo Martes;82160, LOS PEDRENSES;-34,7649602;http://maps.google.com/?q=-34.764960200000004,-55.85047349999999;-55,8504735;2024-10-16 00:00:00
12938;Ruta Hugo Martes;12938, SUPER DESAFIO;-34,77179;"Marcador 43
lat/lng: (-34.77179,-55.8398)
[http://maps.google.com/?q=-34.77178515023927,-55.83979871124029](http://maps.google.com/?q=-34.77178515023927,-55.83979871124029)";-55,8398;2024-04-27 00:00:00
82122;Ruta Hugo Martes;NUEVOS RUMBOS SALINAS;-34,76594166;http://maps.google.com/?q=-34.7659416559647,-55.8366377279162;-55,83663773;2024-04-27 00:00:00
12930;Ruta Hugo Martes; LA BALIZA;-34,76694723;http://maps.google.com/?q=-34.766947228047805,-55.83289436995983;-55,83289437;2024-04-27 00:00:00
12928;Ruta Hugo Martes; OMBU;-34,76791175;http://maps.google.com/?q=-34.767911750482384,-55.83326384425164;-55,83326384;2024-04-27 00:00:00
12993;Ruta Hugo Martes; KIOSCO TUBICHA;-34,77036129;http://maps.google.com/?q=-34.77036128934886,-55.83437360823154;-55,83437361;2024-04-27 00:00:00
82175;Ruta Hugo Martes;82175,FERRETERIA DENIS (82199 MARINDIA NORTE);-34,77190523;"Marcador 35
2024/10/18 @ 17:26:32
http://maps.google.com/?q=-34.77190522713309,-55.824617408216";-55,82461741;2024-10-26 00:00:00
82187;Ruta Hugo Martes;82187, ALMACEN IMPACTO;-34,76848049;"Marcador 34
2024/10/18 @ 17:25:43
http://maps.google.com/?q=-34.76848048844,-55.82167603075504";-55,82167603;2024-10-26 00:00:00
82185;Ruta Hugo Martes;82185, ALMACEN NIVEKA;-34,77223131;"Marcador 33
2024/10/18 @ 17:24:25
http://maps.google.com/?q=-34.772231306623866,-55.81985749304295";-55,81985749;2024-10-26 00:00:00
13350;Ruta Hugo Martes;;;;;
81157;Ruta Hugo Martes;81157,SUPER EL ARCO;-34,77555702;"Marcador 11
2024/10/17 @ 10:53:30
http://maps.google.com/?q=-34.77555702351752,-55.840239264070995";-55,84023926;2024-10-26 00:00:00
13330;Ruta Hugo Martes;;;;;
22123;Ruta Hugo Martes; Parador El Naufrago // PINAMAR SUR // KIOSCOS PLAYA;-34,79101037;http://maps.google.com/?q=-34.791010374455254,-55.85152365267277;-55,85152365;2024-04-27 00:00:00
81156;Ruta Hugo Martes;81156,EL MERCADITO,Marindia;-34,77348852;"Marcador 58
2024/10/22 @ 15:20:14
http://maps.google.com/?q=-34.773488518275514,-55.83014778792858";-55,83014779;2024-10-26 00:00:00
12910;Ruta Hugo Martes;12910, LA OFICINA;-34,77567;"Marcador 65
lat/lng: (-34.77567,-55.83538)
[http://maps.google.com/?q=-34.77567241324288,-55.83537809550762](http://maps.google.com/?q=-34.77567241324288,-55.83537809550762)";-55,83538;2024-04-27 00:00:00
81245;Ruta Hugo Martes;81245,MARANATHA;-34,76025227;"Marcador 37
2024/10/18 @ 17:28:00
http://maps.google.com/?q=-34.76025227243236,-55.853312686085694";-55,85331269;2024-10-26 00:00:00
12145;Ruta Hugo Martes; MOBY DICK;-34,77566635;http://maps.google.com/?q=-34.775666354597824,-55.842122845351696;-55,84212285;2024-04-27 00:00:00
12282;Ruta Hugo Martes; ANABELLA GONZALEZ;-34,77566635;http://maps.google.com/?q=-34.775666354597824,-55.842122845351696;-55,84212285;2024-04-27 00:00:00
80314;Ruta Hugo Martes;80314,MARALI;-34,761454;http://maps.google.com/?q=-34.761454,-55.747426;-55,747426;2024-12-14 00:00:00
80297;Ruta Hugo Martes;80297,FLAVIA GONZALEZ;-34,7760161;"Marcador 22
2024/10/17 @ 12:12:07
http://maps.google.com/?q=-34.77601610292458,-55.84819469600916";-55,8481947;2024-10-26 00:00:00
82206;Ruta Hugo Martes;82206,KIOSCO HOMERO,FLAVIA GONZALEZ;-34,7760161;"Marcador 22
2024/10/17 @ 12:12:07
http://maps.google.com/?q=-34.77601610292458,-55.84819469600916";-55,8481947;2024-10-26 00:00:00
822105;Ruta Hugo Martes;822105, MINIMARKET EL CHIQUI;-34,75890699;"Marcador 18
2024/10/17 @ 11:37:45
http://maps.google.com/?q=-34.75890699100888,-55.773179680109024";-55,77317968;2024-10-26 00:00:00
41253;Ruta Hugo Martes;41253, LO DE ROSA;-34,75867;"Marcador 113
lat/lng: (-34.75867,-55.77231)
[http://maps.google.com/?q=-34.75867093097184,-55.772313326597214](http://maps.google.com/?q=-34.75867093097184,-55.772313326597214)";-55,77231;2024-04-27 00:00:00
82177;Ruta Hugo Martes;82177,SEBASTIAN PALACIOS,24 HORAS PINAMAR;-34,7780347;http://maps.google.com/?q=-34.77803470012293,-55.86274869740009;-55,8627487;2024-04-27 00:00:00
81125;Ruta Hugo Martes;81125,SALINAS NORTE TUYO;-34,768765;https://www.google.com/maps/place/34%C2%B046'07.6%22S+55%C2%B050'49.7%22W/@-34.768765,-55.847124,17z/data=!3m1!4b1!4m4!3m3!8m2!3d-34.768765!4d-55.847124?entry=ttu&g_ep=EgoyMDI0MTExMi4wIKXMDSoASAFQAw%3D%3D;-55,847124;2024-11-15 00:00:00
82180;Ruta Hugo Martes;82180,FABIANA LAFFERA;-34,76872533;"S[Jun 26 2021 3:31 PM](https://todoist.com/app/project/2258652622/task/4943761261?intent=reply)1

[http://maps.google.com/?q=-34.76872533374379,-55.86207546293735](http://maps.google.com/?q=-34.76872533374379,-55.86207546293735)";-55,86207546;2024-04-27 00:00:00
81104;Ruta Hugo Martes;81104, EL COMIENZO;-34,764847;http://maps.google.com/?q=-34.764847,-55.825276;-55,825276;2024-12-14 00:00:00
12951;Ruta Hugo Martes;12951,ALMACEN JUAN;-34,76639;"Marcador 53
lat/lng: (-34.76639,-55.8261)
[http://maps.google.com/?q=-34.766392526145836,-55.82609698176384](http://maps.google.com/?q=-34.766392526145836,-55.82609698176384)";-55,8261;2024-04-27 00:00:00
13370;Ruta Hugo Martes;;;;;
0;Ruta Hugo Martes;;;;;
82196;Ruta Hugo Miercoles;82196,KIOSCO LOS ABUE;-34,73436305;"Marcador 36
2024/10/18 @ 17:27:14
http://maps.google.com/?q=-34.73436305178214,-55.768308788537986";-55,76830879;2024-10-26 00:00:00
82157;Ruta Hugo Miercoles;82157,LA Esperanza (Estación Atlantida);-34,733856;http://maps.google.com/?q=-34.733856,-55.769263;-55,769263;2024-10-16 00:00:00
41910;Ruta Hugo Miercoles;41910, MILUCHA ELBIA;-34,73627;"Marcador 92
lat/lng: (-34.73627,-55.76566)
[http://maps.google.com/?q=-34.73627163123855,-55.76566178351641](http://maps.google.com/?q=-34.73627163123855,-55.76566178351641)";-55,76566;2024-04-27 00:00:00
82194;Ruta Hugo Miercoles;82194,POLLERIA OLIMPIA;-34,73770281;[http://maps.google.com/?q=-34.737702808342874,-55.76445797458291](http://maps.google.com/?q=-34.737702808342874,-55.76445797458291);-55,76445797;2024-04-27 00:00:00
82019;Ruta Hugo Miercoles; Kiosco (estacion atlantida. gariboti);-34,74046583;http://maps.google.com/?q=-34.74046583250509,-55.76476257294416;-55,76476257;2024-04-27 00:00:00
41040;Ruta Hugo Miercoles;41040, PANADERIA MAURI;-34,74153;"Marcador 93
lat/lng: (-34.74153,-55.76369)
[http://maps.google.com/?q=-34.741531775365516,-55.76368700712919](http://maps.google.com/?q=-34.741531775365516,-55.76368700712919)";-55,76369;2024-04-27 00:00:00
82116;Ruta Hugo Miercoles;82116,KIOSCO LOS PARAISOS;-34,74701;"Marcador 346
lat/lng: -34.74701,-55.76863
[http://maps.google.com/?q=-34.747014730642796,-55.768625624477856](http://maps.google.com/?q=-34.747014730642796,-55.768625624477856)";-55,76863;2024-04-27 00:00:00
41128;Ruta Hugo Miercoles;41128, RICARDO DELGADO;-34,74453;"Marcador 98
lat/lng: (-34.74453,-55.7656)
[http://maps.google.com/?q=-34.7445333679156,-55.76560277491808](http://maps.google.com/?q=-34.7445333679156,-55.76560277491808)";-55,7656;2024-04-27 00:00:00
41187;Ruta Hugo Miercoles;41187, YAYA;-34,76494;"Marcador 117
lat/lng: (-34.76494,-55.75971)
[http://maps.google.com/?q=-34.76494213106391,-55.75971230864525](http://maps.google.com/?q=-34.76494213106391,-55.75971230864525)";-55,75971;2024-04-27 00:00:00
41935;Ruta Hugo Miercoles;41935, AQUÍ Y AHORA;-34,76367;"Marcador 116
lat/lng: (-34.76367,-55.75881)
[http://maps.google.com/?q=-34.763674873634116,-55.75881142169237](http://maps.google.com/?q=-34.763674873634116,-55.75881142169237)";-55,75881;2024-04-27 00:00:00
82169;Ruta Hugo Miercoles;;;;;
80318;Ruta Hugo Miercoles;;;;;
82159;Ruta Hugo Miercoles;82159,ROSARIO (Las Toscas );-34,75817622;"Marcador 32
2024/10/18 @ 17:23:23
http://maps.google.com/?q=-34.758176221867124,-55.746627151966095";-55,74662715;2024-10-26 00:00:00
82126;Ruta Hugo Miercoles;82126,PUESTO GABRIEL;-34,75120591;"Marcador 42
2024/10/21 @ 15:28:39
http://maps.google.com/?q=-34.75120590725364,-55.71392968297005";-55,71392968;2024-10-26 00:00:00
11915;Ruta Hugo Miercoles;11915, AGENCIA FCO.NUÑEZ URRETA;-34,7554;"Marcador 123
lat/lng: (-34.7554,-55.72715)
[http://maps.google.com/?q=-34.75539742210213,-55.72714559733868](http://maps.google.com/?q=-34.75539742210213,-55.72714559733868)";-55,72715;2024-04-27 00:00:00
11960;Ruta Hugo Miercoles;11960, CHURRERIA NAGUS;-34,74616;"Churreria Nagus
lat/lng: (-34.74616,-55.71327)
[http://maps.google.com/?q=-34.746157130304205,-55.713268518447876](http://maps.google.com/?q=-34.746157130304205,-55.713268518447876)";-55,71327;2024-04-27 00:00:00
82124;Ruta Hugo Miercoles;82124,ALMACEN RA ( Parque del Plata);-34,74144306;[http://maps.google.com/?q=-34.74144306211374,-55.706608928740025](http://maps.google.com/?q=-34.74144306211374,-55.706608928740025);-55,70660893;2024-04-27 00:00:00
11971;Ruta Hugo Miercoles;CAMILA SILVA;-34,75464458;http://maps.google.com/?q=-34.7546445848532,-55.7135840132832;-55,71358401;2024-04-27 00:00:00
81130;Ruta Hugo Miercoles;81130,PUESTO XIMAR;-34,7637239;http://maps.google.com/?q=-34.76372390069063,-55.74814930558205;-55,74814931;2024-11-15 00:00:00
41990;Ruta Hugo Miercoles;41990, ALMACEN CUACK 2;-34,75728;"Marcador 107
lat/lng: (-34.75728,-55.77512)
[http://maps.google.com/?q=-34.75727962292335,-55.775115564465516](http://maps.google.com/?q=-34.75727962292335,-55.775115564465516)";-55,77512;2024-04-27 00:00:00
81100;Ruta Hugo Miercoles;81100, MARY PELUFO. Consulta por baja en las ventas.;-34,75503244;http://maps.google.com/?q=-34.75503243600178,-55.7672405987978;-55,7672406;2025-01-31 00:00:00
62618;Ruta Hugo Miercoles;62618, DEBIFOX;-34,76777;"Marcador 2
lat/lng: (-34.76777,-55.76874)
[http://maps.google.com/?q=-34.767772388428625,-55.76873894780874](http://maps.google.com/?q=-34.767772388428625,-55.76873894780874)";-55,76874;2024-04-27 00:00:00
11867;Ruta Hugo Miercoles;11867, ALEJANDRO MARTINEZ (S);-34,76165;"Marcador 173
lat/lng: (-34.76165,-55.74166)
[http://maps.google.com/?q=-34.76164931462309,-55.74165634810924](http://maps.google.com/?q=-34.76164931462309,-55.74165634810924)";-55,74166;2024-04-27 00:00:00
11130;Ruta Hugo Miercoles;11130,CARLOS MARTINEZ;-34,74535;"Marcador 131
lat/lng: (-34.74535,-55.7159)
[http://maps.google.com/?q=-34.7453504874879,-55.71589909493923](http://maps.google.com/?q=-34.7453504874879,-55.71589909493923)";-55,7159;2024-04-27 00:00:00
11100;Ruta Hugo Miercoles;11100,GABRIELA,LA ESPERANZA;-34,7485;"Marcador 128
lat/lng: (-34.7485,-55.72454)
[http://maps.google.com/?q=-34.74849629483005,-55.72453983128071](http://maps.google.com/?q=-34.74849629483005,-55.72453983128071)";-55,72454;2024-04-27 00:00:00
81224;Ruta Hugo Miercoles;81224,QUIOSCO LO DE JUAN;-34,7577913;"Marcador 41
2024/10/21 @ 15:12:41
http://maps.google.com/?q=-34.7577913,-55.7651001";-55,7651001;2024-10-26 00:00:00
82210;Ruta Hugo Miercoles;82210,PABLO PORTUARIOS;-34,74233405;"Marcador 27
2024/10/18 @ 17:17:38
http://maps.google.com/?q=-34.742334047403375,-55.703524723649025";-55,70352472;2024-10-26 00:00:00
11624;Ruta Hugo Miercoles;11624, ANTONIO GOMEZ;-34,75193839;[http://maps.google.com/?q=-34.75193839091548,-55.70927370339632](http://maps.google.com/?q=-34.75193839091548,-55.70927370339632);-55,7092737;2024-04-27 00:00:00
11899;Ruta Hugo Miercoles;11899, JUAN PABLO TARTARO;-34,76769;"Marcador 170
lat/lng: (-34.76769,-55.7395)
[http://maps.google.com/?q=-34.76768728381761,-55.739501528441906](http://maps.google.com/?q=-34.76768728381761,-55.739501528441906)";-55,7395;2024-04-27 00:00:00
80305;Ruta Hugo Miercoles;Provisión Luciano;-34,733837;http://maps.google.com/?q=-34.733837, -55.769107;-55,769107;2024-10-14 00:00:00
80309;Ruta Hugo Miercoles;80309,LOS HERMANOS;-34,734095;http://maps.google.com/?q=-34.734095,-55.767212;-55,767212;2024-12-14 00:00:00
80286;Ruta Hugo Miercoles;Minimercado;-34,772887;http://maps.google.com/?q=-34.772887, -55.826571;-55,826571;2024-10-14 00:00:00
62333;Ruta Hugo Miercoles;62333,GERTRUDIS;-34,77211;"Marcador 101
lat/lng: -34.77211,-55.76448
[http://maps.google.com/?q=-34.77210627291738,-55.76447658240795](http://maps.google.com/?q=-34.77210627291738,-55.76447658240795)";-55,76448;2024-04-27 00:00:00
12951;Ruta Hugo Miercoles;12951,ALMACEN JUAN;-34,76639;"Marcador 53
lat/lng: (-34.76639,-55.8261)
[http://maps.google.com/?q=-34.766392526145836,-55.82609698176384](http://maps.google.com/?q=-34.766392526145836,-55.82609698176384)";-55,8261;2024-04-27 00:00:00
12289;Ruta Hugo Miercoles;12289, ALOBA SRL (pasa pedido);-34,7716867;"Marcador 4
2024/10/17 @ 08:38:40
http://maps.google.com/?q=-34.7716867,-55.8409431";-55,8409431;2024-10-26 00:00:00
82167;Ruta Hugo Jueves;82167,FIORELLA;-34,76794673;http://maps.google.com/?q=-34.76794672866843,-55.85835222154856;-55,85835222;2024-11-15 00:00:00
12255;Ruta Hugo Jueves;12255, ROSA GIL (PINAROSA 13100);-34,77139;"Marcador 20
lat/lng: (-34.77139,-55.8577)
[http://maps.google.com/?q=-34.77139131883371,-55.857700109481804](http://maps.google.com/?q=-34.77139131883371,-55.857700109481804)";-55,8577;2024-04-27 00:00:00
12892;Ruta Hugo Jueves;12892, ALIMAR;-34,77232;"Marcador 37
lat/lng: (-34.77232,-55.84985)
[http://maps.google.com/?q=-34.77231558033677,-55.849850960075855](http://maps.google.com/?q=-34.77231558033677,-55.849850960075855)";-55,84985;2024-04-27 00:00:00
82146;Ruta Hugo Jueves;82146, LA GRANJITA CARLOS ( Salinas);-34,77706121;"Zelmar T.
Oct 7 9:45 AM

[http://maps.google.com/?q=-34.7770612081852,-55.85540045052767](http://maps.google.com/?q=-34.7770612081852,-55.85540045052767)";-55,85540045;2024-04-27 00:00:00
12215;Ruta Hugo Jueves;12215, LAVADERO;-34,78006;"Marcador 11
lat/lng: (-34.78006,-55.86407)
[http://maps.google.com/?q=-34.78006453844547,-55.864070020616055](http://maps.google.com/?q=-34.78006453844547,-55.864070020616055)";-55,86407;2024-04-27 00:00:00
80297;Ruta Hugo Jueves;80297,FLAVIA GONZALEZ;-34,7760161;"Marcador 22
2024/10/17 @ 12:12:07
http://maps.google.com/?q=-34.77601610292458,-55.84819469600916";-55,8481947;2024-10-26 00:00:00
82160;Ruta Hugo Jueves;82160, LOS PEDRENSES;-34,7649602;http://maps.google.com/?q=-34.764960200000004,-55.85047349999999;-55,8504735;2024-10-16 00:00:00
13006;Ruta Hugo Jueves;13006, LA FAMILIA SALINAS;-34,76463558;http://maps.google.com/?q=-34.76463557829022,-55.84700245410204;-55,84700245;2024-10-16 00:00:00
82164;Ruta Hugo Jueves;LOS SALTEÑOS;-34,76416;"Marcador 427
lat/lng: -34.76416,-55.86347
[http://maps.google.com/?q=-34.76416293943808,-55.86347255855799](http://maps.google.com/?q=-34.76416293943808,-55.86347255855799)";-55,86347;2024-04-27 00:00:00
82176;Ruta Hugo Jueves;82176,MINI TODO PATY;-34,76474;"Marcador 421
lat/lng: -34.76474,-55.85334
[http://maps.google.com/?q=-34.764744372980836,-55.85334252566099](http://maps.google.com/?q=-34.764744372980836,-55.85334252566099)";-55,85334;2024-04-27 00:00:00
82122;Ruta Hugo Jueves;NUEVOS RUMBOS SALINAS;-34,76594166;http://maps.google.com/?q=-34.7659416559647,-55.8366377279162;-55,83663773;2024-04-27 00:00:00
12928;Ruta Hugo Jueves; OMBU;-34,76791175;http://maps.google.com/?q=-34.767911750482384,-55.83326384425164;-55,83326384;2024-04-27 00:00:00
12993;Ruta Hugo Jueves; KIOSCO TUBICHA;-34,77036129;http://maps.google.com/?q=-34.77036128934886,-55.83437360823154;-55,83437361;2024-04-27 00:00:00
12930;Ruta Hugo Jueves; LA BALIZA;-34,76694723;http://maps.google.com/?q=-34.766947228047805,-55.83289436995983;-55,83289437;2024-04-27 00:00:00
82187;Ruta Hugo Jueves;82187, ALMACEN IMPACTO;-34,76848049;"Marcador 34
2024/10/18 @ 17:25:43
http://maps.google.com/?q=-34.76848048844,-55.82167603075504";-55,82167603;2024-10-26 00:00:00
12145;Ruta Hugo Jueves; MOBY DICK;-34,77566635;http://maps.google.com/?q=-34.775666354597824,-55.842122845351696;-55,84212285;2024-04-27 00:00:00
81157;Ruta Hugo Jueves;81157,SUPER EL ARCO;-34,77555702;"Marcador 11
2024/10/17 @ 10:53:30
http://maps.google.com/?q=-34.77555702351752,-55.840239264070995";-55,84023926;2024-10-26 00:00:00
12282;Ruta Hugo Jueves; ANABELLA GONZALEZ;-34,77566635;http://maps.google.com/?q=-34.775666354597824,-55.842122845351696;-55,84212285;2024-04-27 00:00:00
13330;Ruta Hugo Jueves;;;;;
12910;Ruta Hugo Jueves;12910, LA OFICINA;-34,77567;"Marcador 65
lat/lng: (-34.77567,-55.83538)
[http://maps.google.com/?q=-34.77567241324288,-55.83537809550762](http://maps.google.com/?q=-34.77567241324288,-55.83537809550762)";-55,83538;2024-04-27 00:00:00
12938;Ruta Hugo Jueves;12938, SUPER DESAFIO;-34,77179;"Marcador 43
lat/lng: (-34.77179,-55.8398)
[http://maps.google.com/?q=-34.77178515023927,-55.83979871124029](http://maps.google.com/?q=-34.77178515023927,-55.83979871124029)";-55,8398;2024-04-27 00:00:00
12130;Ruta Hugo Jueves;12130, ANA KAREN SUAREZ;-34,76764;"Marcador 42
lat/lng: (-34.76764,-55.84559)
[http://maps.google.com/?q=-34.76763633117678,-55.845591276884086](http://maps.google.com/?q=-34.76763633117678,-55.845591276884086)";-55,84559;2024-04-27 00:00:00
81245;Ruta Hugo Jueves;81245,MARANATHA;-34,76025227;"Marcador 37
2024/10/18 @ 17:28:00
http://maps.google.com/?q=-34.76025227243236,-55.853312686085694";-55,85331269;2024-10-26 00:00:00
13135;Ruta Hugo Jueves;13135,SALON GAMI;-34,76905;"Marcador 376
lat/lng: (-34.76905,-55.84751)
[http://maps.google.com/?q=-34.769049222478515,-55.8475137501955](http://maps.google.com/?q=-34.769049222478515,-55.8475137501955)";-55,84751;2024-04-27 00:00:00
12960;Ruta Hugo Jueves; SIRIPO;-34,76933125;http://maps.google.com/?q=-34.76933124700822,-55.83534959703684;-55,8353496;2024-04-27 00:00:00
82175;Ruta Hugo Jueves;82175,FERRETERIA DENIS (82199 MARINDIA NORTE);-34,77190523;"Marcador 35
2024/10/18 @ 17:26:32
http://maps.google.com/?q=-34.77190522713309,-55.824617408216";-55,82461741;2024-10-26 00:00:00
12894;Ruta Hugo Jueves;12894, ANA KAREN COR PALLERO;-34,77768;"Marcador 16
lat/lng: (-34.77768,-55.86294)
[http://maps.google.com/?q=-34.777681931104176,-55.86293745785952](http://maps.google.com/?q=-34.777681931104176,-55.86293745785952)";-55,86294;2024-04-27 00:00:00
81156;Ruta Hugo Jueves;81156,EL MERCADITO,Marindia;-34,77348852;"Marcador 58
2024/10/22 @ 15:20:14
http://maps.google.com/?q=-34.773488518275514,-55.83014778792858";-55,83014779;2024-10-26 00:00:00
82185;Ruta Hugo Jueves;82185, ALMACEN NIVEKA;-34,77223131;"Marcador 33
2024/10/18 @ 17:24:25
http://maps.google.com/?q=-34.772231306623866,-55.81985749304295";-55,81985749;2024-10-26 00:00:00
41253;Ruta Hugo Jueves;41253, LO DE ROSA;-34,75867;"Marcador 113
lat/lng: (-34.75867,-55.77231)
[http://maps.google.com/?q=-34.75867093097184,-55.772313326597214](http://maps.google.com/?q=-34.75867093097184,-55.772313326597214)";-55,77231;2024-04-27 00:00:00
